,miner,logP_Name,logM_Name,imf_noise_thr,hm_depen_thr,im_bi_sup,im_bi_ratio,use_gnn,fit_tok,fit_alig,prec_tok,prec_alig,f1_tok,f1_alig,net,im,fm,acc_logs,fitP,fitM,f1_fit_logs,precP
0,IMbi_ali,lp_2012_f,lm_2012_f,0,0,0.2,1,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, p_8, sink, source ]
transitions: [ (010116c4-1bb5-4b6d-8b43-8eaf90f5fb6e, 'A_ACCEPTED'), (19145847-bae1-4504-a172-7ac0f5325af1, 'O_CREATED'), (4f05a9f4-5eea-450c-8bb0-25231fa82701, 'A_PREACCEPTED'), (55a67777-5063-4f08-87c2-9a03f4fd6072, 'O_SELECTED'), (6203bdca-83fd-40ab-9386-ae2e1a2653b6, 'A_FINALIZED'), (675d2f46-0645-4f68-b25d-a21e31fa1719, 'A_SUBMITTED'), (eaa088ee-a1dc-46c1-81bd-e841e762d1ff, 'A_DECLINED'), (eb0dd53e-3b6b-4d31-856b-0eb36fc8502f, 'A_PARTLYSUBMITTED'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (010116c4-1bb5-4b6d-8b43-8eaf90f5fb6e, 'A_ACCEPTED')->p_7, (19145847-bae1-4504-a172-7ac0f5325af1, 'O_CREATED')->sink, (4f05a9f4-5eea-450c-8bb0-25231fa82701, 'A_PREACCEPTED')->p_6, (55a67777-5063-4f08-87c2-9a03f4fd6072, 'O_SELECTED')->p_5, (6203bdca-83fd-40ab-9386-ae2e1a2653b6, 'A_FINALIZED')->p_8, (675d2f46-0645-4f68-b25d-a21e31fa1719, 'A_SUBMITTED')->p_3, (eaa088ee-a1dc-46c1-81bd-e841e762d1ff, 'A_DECLINED')->sink, (eb0dd53e-3b6b-4d31-856b-0eb36fc8502f, 'A_PARTLYSUBMITTED')->p_4, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_5, p_3->(eb0dd53e-3b6b-4d31-856b-0eb36fc8502f, 'A_PARTLYSUBMITTED'), p_4->(4f05a9f4-5eea-450c-8bb0-25231fa82701, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(6203bdca-83fd-40ab-9386-ae2e1a2653b6, 'A_FINALIZED'), p_5->(eaa088ee-a1dc-46c1-81bd-e841e762d1ff, 'A_DECLINED'), p_6->(010116c4-1bb5-4b6d-8b43-8eaf90f5fb6e, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(55a67777-5063-4f08-87c2-9a03f4fd6072, 'O_SELECTED'), p_7->(skip_3, None), p_8->(19145847-bae1-4504-a172-7ac0f5325af1, 'O_CREATED'), source->(675d2f46-0645-4f68-b25d-a21e31fa1719, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.24,0.94,0.69,0.46,0.78
0,IMbi_mar,lp_2012_f,lm_2012_f,0,0,0.2,1,False,,,,,,,"places: [ p_10, p_3, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (0c7c7e11-ad65-49ba-9b8d-f95baa5b1e82, 'A_DECLINED'), (1694cac4-474d-4b88-84c4-32089b788b22, 'A_FINALIZED'), (18eacc0d-cb4b-461f-a09f-09f5bd1d4f59, 'A_PREACCEPTED'), (285c3bab-bd93-45ec-82b6-34c0017edd7f, 'A_SUBMITTED'), (4f6058e9-2eba-431c-a3d1-247170185fbb, 'A_PARTLYSUBMITTED'), (83724879-f1f9-4162-aa86-d209a6de355c, 'A_ACCEPTED'), (a732423c-a45f-41fa-b786-7d14140102d4, 'O_CREATED'), (de259ebe-7603-4c42-8662-574892ad3016, 'O_SENT'), (f757e216-1be0-4691-91f2-dc0faa17594c, 'O_SELECTED'), (skip_1, None), (skip_2, None), (skip_3, None), (skip_4, None), (skip_5, None), (skip_6, None) ]
arcs: [ (0c7c7e11-ad65-49ba-9b8d-f95baa5b1e82, 'A_DECLINED')->sink, (1694cac4-474d-4b88-84c4-32089b788b22, 'A_FINALIZED')->p_9, (18eacc0d-cb4b-461f-a09f-09f5bd1d4f59, 'A_PREACCEPTED')->p_6, (285c3bab-bd93-45ec-82b6-34c0017edd7f, 'A_SUBMITTED')->p_3, (4f6058e9-2eba-431c-a3d1-247170185fbb, 'A_PARTLYSUBMITTED')->p_4, (83724879-f1f9-4162-aa86-d209a6de355c, 'A_ACCEPTED')->p_5, (a732423c-a45f-41fa-b786-7d14140102d4, 'O_CREATED')->p_8, (de259ebe-7603-4c42-8662-574892ad3016, 'O_SENT')->p_10, (f757e216-1be0-4691-91f2-dc0faa17594c, 'O_SELECTED')->p_7, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_7, (skip_4, None)->p_8, (skip_5, None)->p_10, (skip_6, None)->sink, p_10->(0c7c7e11-ad65-49ba-9b8d-f95baa5b1e82, 'A_DECLINED'), p_10->(skip_6, None), p_3->(4f6058e9-2eba-431c-a3d1-247170185fbb, 'A_PARTLYSUBMITTED'), p_4->(18eacc0d-cb4b-461f-a09f-09f5bd1d4f59, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(f757e216-1be0-4691-91f2-dc0faa17594c, 'O_SELECTED'), p_5->(skip_3, None), p_6->(83724879-f1f9-4162-aa86-d209a6de355c, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(1694cac4-474d-4b88-84c4-32089b788b22, 'A_FINALIZED'), p_7->(skip_4, None), p_8->(de259ebe-7603-4c42-8662-574892ad3016, 'O_SENT'), p_8->(skip_5, None), p_9->(a732423c-a45f-41fa-b786-7d14140102d4, 'O_CREATED'), source->(285c3bab-bd93-45ec-82b6-34c0017edd7f, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.22,0.98,0.75,0.4,0.55
0,IMbi_ali,lp_2012_f,lm_2012_f,0,0,0.3,1,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, p_8, sink, source ]
transitions: [ (063e46a3-3af3-4642-8912-15c1d4c8cccf, 'A_PARTLYSUBMITTED'), (222a73ae-f0a2-4ae8-afca-f28e0acd8032, 'A_SUBMITTED'), (2c5c12ad-e69d-4b0f-b5f2-7550e5ebdfdc, 'A_FINALIZED'), (a657b510-c2f0-43d1-a2ba-73f3c4d05125, 'O_SELECTED'), (c76e8fd7-23f7-4475-957f-99d94b94dfa1, 'A_ACCEPTED'), (c9b03d6a-4243-419e-b77e-a8130c73078f, 'A_DECLINED'), (e1104b7b-0d9d-4e08-afab-279f0ed16ba4, 'A_PREACCEPTED'), (f55f0c29-01cc-4e0a-9e15-84cdf81c645c, 'O_CREATED'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (063e46a3-3af3-4642-8912-15c1d4c8cccf, 'A_PARTLYSUBMITTED')->p_4, (222a73ae-f0a2-4ae8-afca-f28e0acd8032, 'A_SUBMITTED')->p_3, (2c5c12ad-e69d-4b0f-b5f2-7550e5ebdfdc, 'A_FINALIZED')->p_8, (a657b510-c2f0-43d1-a2ba-73f3c4d05125, 'O_SELECTED')->p_5, (c76e8fd7-23f7-4475-957f-99d94b94dfa1, 'A_ACCEPTED')->p_7, (c9b03d6a-4243-419e-b77e-a8130c73078f, 'A_DECLINED')->sink, (e1104b7b-0d9d-4e08-afab-279f0ed16ba4, 'A_PREACCEPTED')->p_6, (f55f0c29-01cc-4e0a-9e15-84cdf81c645c, 'O_CREATED')->sink, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_5, p_3->(063e46a3-3af3-4642-8912-15c1d4c8cccf, 'A_PARTLYSUBMITTED'), p_4->(e1104b7b-0d9d-4e08-afab-279f0ed16ba4, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(2c5c12ad-e69d-4b0f-b5f2-7550e5ebdfdc, 'A_FINALIZED'), p_5->(c9b03d6a-4243-419e-b77e-a8130c73078f, 'A_DECLINED'), p_6->(c76e8fd7-23f7-4475-957f-99d94b94dfa1, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(a657b510-c2f0-43d1-a2ba-73f3c4d05125, 'O_SELECTED'), p_7->(skip_3, None), p_8->(f55f0c29-01cc-4e0a-9e15-84cdf81c645c, 'O_CREATED'), source->(222a73ae-f0a2-4ae8-afca-f28e0acd8032, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.24,0.94,0.69,0.46,0.78
0,IMbi_mar,lp_2012_f,lm_2012_f,0,0,0.3,1,False,,,,,,,"places: [ p_10, p_3, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (15f3d6ab-c68b-4e9f-88e0-96ba957f5be1, 'A_PREACCEPTED'), (2a3ae7b8-a134-42ee-9a36-76754d0821ab, 'A_PARTLYSUBMITTED'), (2c8c5eb3-f8ed-4959-bcef-4ebc2cbdc43d, 'O_SENT'), (3f5fa547-51fa-4ad6-a24d-64c2fa9553b8, 'A_SUBMITTED'), (5988b395-ff68-4009-988c-906633365bea, 'A_DECLINED'), (8716d206-4923-45ef-9ea3-a0a809485562, 'O_SELECTED'), (ad65bc52-4f28-462f-8652-cfc636719202, 'A_FINALIZED'), (b1dead92-37c4-4744-9dde-94ed1738a435, 'O_CREATED'), (ea3550fc-229a-41ae-bd65-c5fa55fc61b7, 'A_ACCEPTED'), (skip_1, None), (skip_2, None), (skip_3, None), (skip_4, None), (skip_5, None), (skip_6, None) ]
arcs: [ (15f3d6ab-c68b-4e9f-88e0-96ba957f5be1, 'A_PREACCEPTED')->p_6, (2a3ae7b8-a134-42ee-9a36-76754d0821ab, 'A_PARTLYSUBMITTED')->p_4, (2c8c5eb3-f8ed-4959-bcef-4ebc2cbdc43d, 'O_SENT')->p_10, (3f5fa547-51fa-4ad6-a24d-64c2fa9553b8, 'A_SUBMITTED')->p_3, (5988b395-ff68-4009-988c-906633365bea, 'A_DECLINED')->sink, (8716d206-4923-45ef-9ea3-a0a809485562, 'O_SELECTED')->p_7, (ad65bc52-4f28-462f-8652-cfc636719202, 'A_FINALIZED')->p_9, (b1dead92-37c4-4744-9dde-94ed1738a435, 'O_CREATED')->p_8, (ea3550fc-229a-41ae-bd65-c5fa55fc61b7, 'A_ACCEPTED')->p_5, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_7, (skip_4, None)->p_8, (skip_5, None)->p_10, (skip_6, None)->sink, p_10->(5988b395-ff68-4009-988c-906633365bea, 'A_DECLINED'), p_10->(skip_6, None), p_3->(2a3ae7b8-a134-42ee-9a36-76754d0821ab, 'A_PARTLYSUBMITTED'), p_4->(15f3d6ab-c68b-4e9f-88e0-96ba957f5be1, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(8716d206-4923-45ef-9ea3-a0a809485562, 'O_SELECTED'), p_5->(skip_3, None), p_6->(ea3550fc-229a-41ae-bd65-c5fa55fc61b7, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(ad65bc52-4f28-462f-8652-cfc636719202, 'A_FINALIZED'), p_7->(skip_4, None), p_8->(2c8c5eb3-f8ed-4959-bcef-4ebc2cbdc43d, 'O_SENT'), p_8->(skip_5, None), p_9->(b1dead92-37c4-4744-9dde-94ed1738a435, 'O_CREATED'), source->(3f5fa547-51fa-4ad6-a24d-64c2fa9553b8, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.22,0.98,0.75,0.4,0.55
0,IMbi_ali,lp_2012_f,lm_2012_f,0,0,0.4,1,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, p_8, sink, source ]
transitions: [ (173a8f7e-b827-4ea9-9fd3-b65c2cc0738f, 'A_ACCEPTED'), (231194d1-dff2-477d-b69e-39cb755ca13d, 'O_CREATED'), (30e57acb-2f5f-4fc4-9abd-aaba0914bdc4, 'A_PREACCEPTED'), (7106e7f4-28d2-4de8-bf6a-0eda31fbf7c5, 'A_FINALIZED'), (b3029e03-8f50-460c-9642-f98fd2d81e70, 'A_PARTLYSUBMITTED'), (b79e8dd8-16fd-4f1e-9fe7-53b14a2b0cc7, 'A_DECLINED'), (c891455a-fde6-46e6-b624-f18a2e9cb79e, 'O_SELECTED'), (f4dae413-0dcf-4ded-b5ad-04c82c2474d1, 'A_SUBMITTED'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (173a8f7e-b827-4ea9-9fd3-b65c2cc0738f, 'A_ACCEPTED')->p_7, (231194d1-dff2-477d-b69e-39cb755ca13d, 'O_CREATED')->sink, (30e57acb-2f5f-4fc4-9abd-aaba0914bdc4, 'A_PREACCEPTED')->p_6, (7106e7f4-28d2-4de8-bf6a-0eda31fbf7c5, 'A_FINALIZED')->p_8, (b3029e03-8f50-460c-9642-f98fd2d81e70, 'A_PARTLYSUBMITTED')->p_4, (b79e8dd8-16fd-4f1e-9fe7-53b14a2b0cc7, 'A_DECLINED')->sink, (c891455a-fde6-46e6-b624-f18a2e9cb79e, 'O_SELECTED')->p_5, (f4dae413-0dcf-4ded-b5ad-04c82c2474d1, 'A_SUBMITTED')->p_3, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_5, p_3->(b3029e03-8f50-460c-9642-f98fd2d81e70, 'A_PARTLYSUBMITTED'), p_4->(30e57acb-2f5f-4fc4-9abd-aaba0914bdc4, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(7106e7f4-28d2-4de8-bf6a-0eda31fbf7c5, 'A_FINALIZED'), p_5->(b79e8dd8-16fd-4f1e-9fe7-53b14a2b0cc7, 'A_DECLINED'), p_6->(173a8f7e-b827-4ea9-9fd3-b65c2cc0738f, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(c891455a-fde6-46e6-b624-f18a2e9cb79e, 'O_SELECTED'), p_7->(skip_3, None), p_8->(231194d1-dff2-477d-b69e-39cb755ca13d, 'O_CREATED'), source->(f4dae413-0dcf-4ded-b5ad-04c82c2474d1, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.24,0.94,0.69,0.46,0.78
0,IMbi_mar,lp_2012_f,lm_2012_f,0,0,0.4,1,False,,,,,,,"places: [ p_10, p_3, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (1d92d392-e392-439d-b07c-84973466514a, 'A_DECLINED'), (2210881c-9b7b-49e4-a3a6-01f37bdae2c3, 'A_SUBMITTED'), (27ac189c-baa5-463a-b1a7-ce61220331db, 'O_SENT'), (37a6617d-cc1a-445f-949b-a30ccc578fdb, 'A_FINALIZED'), (64f1bd09-5686-42f5-9bdf-ebe2670bb388, 'A_PREACCEPTED'), (7a7a49b8-c86b-4577-89e4-6813f0ee4b80, 'A_PARTLYSUBMITTED'), (b54e3a25-aa10-4398-868d-e63b10bf7b61, 'A_ACCEPTED'), (c69aee28-513e-4782-9791-8610765d1481, 'O_CREATED'), (f1eb62a9-3726-4834-8334-d4630d558573, 'O_SELECTED'), (skip_1, None), (skip_2, None), (skip_3, None), (skip_4, None), (skip_5, None) ]
arcs: [ (1d92d392-e392-439d-b07c-84973466514a, 'A_DECLINED')->sink, (2210881c-9b7b-49e4-a3a6-01f37bdae2c3, 'A_SUBMITTED')->p_3, (27ac189c-baa5-463a-b1a7-ce61220331db, 'O_SENT')->p_10, (37a6617d-cc1a-445f-949b-a30ccc578fdb, 'A_FINALIZED')->p_9, (64f1bd09-5686-42f5-9bdf-ebe2670bb388, 'A_PREACCEPTED')->p_6, (7a7a49b8-c86b-4577-89e4-6813f0ee4b80, 'A_PARTLYSUBMITTED')->p_4, (b54e3a25-aa10-4398-868d-e63b10bf7b61, 'A_ACCEPTED')->p_5, (c69aee28-513e-4782-9791-8610765d1481, 'O_CREATED')->p_8, (f1eb62a9-3726-4834-8334-d4630d558573, 'O_SELECTED')->p_7, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_7, (skip_4, None)->p_8, (skip_5, None)->p_10, p_10->(1d92d392-e392-439d-b07c-84973466514a, 'A_DECLINED'), p_3->(7a7a49b8-c86b-4577-89e4-6813f0ee4b80, 'A_PARTLYSUBMITTED'), p_4->(64f1bd09-5686-42f5-9bdf-ebe2670bb388, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(f1eb62a9-3726-4834-8334-d4630d558573, 'O_SELECTED'), p_5->(skip_3, None), p_6->(b54e3a25-aa10-4398-868d-e63b10bf7b61, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(37a6617d-cc1a-445f-949b-a30ccc578fdb, 'A_FINALIZED'), p_7->(skip_4, None), p_8->(27ac189c-baa5-463a-b1a7-ce61220331db, 'O_SENT'), p_8->(skip_5, None), p_9->(c69aee28-513e-4782-9791-8610765d1481, 'O_CREATED'), source->(2210881c-9b7b-49e4-a3a6-01f37bdae2c3, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.25,0.94,0.69,0.46,0.55
0,IMbi_ali,lp_2012_f,lm_2012_f,0,0,0.2,0.8,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, p_8, sink, source ]
transitions: [ (53a02739-f83d-4982-997d-4c45f4dd5b13, 'O_SELECTED'), (874bf78e-6718-4a2b-883e-0f702c7fb1a5, 'A_PARTLYSUBMITTED'), (9a6ac0d2-8b31-465e-b878-992bfa46452f, 'A_FINALIZED'), (b37512f6-bd33-4073-b95b-73fe9cd13347, 'A_PREACCEPTED'), (c700f3a1-5b62-4021-8797-163eb2582270, 'A_DECLINED'), (d36f9017-c46d-4c71-913a-85c4780667ed, 'A_ACCEPTED'), (dfe5f49f-5623-4fba-9ca8-a1d12e853985, 'A_SUBMITTED'), (f139027d-fa94-4c13-9f4d-728abd5d9a22, 'O_CREATED'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (53a02739-f83d-4982-997d-4c45f4dd5b13, 'O_SELECTED')->p_5, (874bf78e-6718-4a2b-883e-0f702c7fb1a5, 'A_PARTLYSUBMITTED')->p_4, (9a6ac0d2-8b31-465e-b878-992bfa46452f, 'A_FINALIZED')->p_8, (b37512f6-bd33-4073-b95b-73fe9cd13347, 'A_PREACCEPTED')->p_6, (c700f3a1-5b62-4021-8797-163eb2582270, 'A_DECLINED')->sink, (d36f9017-c46d-4c71-913a-85c4780667ed, 'A_ACCEPTED')->p_7, (dfe5f49f-5623-4fba-9ca8-a1d12e853985, 'A_SUBMITTED')->p_3, (f139027d-fa94-4c13-9f4d-728abd5d9a22, 'O_CREATED')->sink, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_5, p_3->(874bf78e-6718-4a2b-883e-0f702c7fb1a5, 'A_PARTLYSUBMITTED'), p_4->(b37512f6-bd33-4073-b95b-73fe9cd13347, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(9a6ac0d2-8b31-465e-b878-992bfa46452f, 'A_FINALIZED'), p_5->(c700f3a1-5b62-4021-8797-163eb2582270, 'A_DECLINED'), p_6->(d36f9017-c46d-4c71-913a-85c4780667ed, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(53a02739-f83d-4982-997d-4c45f4dd5b13, 'O_SELECTED'), p_7->(skip_3, None), p_8->(f139027d-fa94-4c13-9f4d-728abd5d9a22, 'O_CREATED'), source->(dfe5f49f-5623-4fba-9ca8-a1d12e853985, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.24,0.94,0.69,0.46,0.78
0,IMbi_mar,lp_2012_f,lm_2012_f,0,0,0.2,0.8,False,,,,,,,"places: [ p_10, p_12, p_13, p_3, p_4, p_5, p_6, p_8, p_9, sink, source ]
transitions: [ (3ccf1758-d97e-4ad9-83f1-ea7b61730f66, 'A_PREACCEPTED'), (54a90bd7-dcfd-433a-bcde-709e331408e1, 'O_SENT'), (5be8a169-0cae-4033-9275-b7f9d0b8bf6b, 'O_CREATED'), (5fb52dec-15d9-430b-8496-a72e142f1c2a, 'A_ACCEPTED'), (93095d9b-d635-4a2e-8e7c-6bb46e6b6b5e, 'A_FINALIZED'), (b4073de4-1b8c-4532-97ec-e2dca954a00d, 'A_DECLINED'), (e69b5a95-6929-449b-aed8-9e98900cbbc0, 'A_SUBMITTED'), (ef01ce94-9b4c-4d24-a8bc-e1a0c6f27efc, 'O_SELECTED'), (f03a5ffd-9a46-46bf-85f5-dbaaa5915206, 'A_PARTLYSUBMITTED'), (skip_1, None), (skip_10, None), (skip_11, None), (skip_2, None), (skip_5, None), (skip_6, None), (skip_7, None), (skip_8, None), (skip_9, None) ]
arcs: [ (3ccf1758-d97e-4ad9-83f1-ea7b61730f66, 'A_PREACCEPTED')->p_5, (54a90bd7-dcfd-433a-bcde-709e331408e1, 'O_SENT')->p_13, (5be8a169-0cae-4033-9275-b7f9d0b8bf6b, 'O_CREATED')->p_12, (5fb52dec-15d9-430b-8496-a72e142f1c2a, 'A_ACCEPTED')->p_8, (93095d9b-d635-4a2e-8e7c-6bb46e6b6b5e, 'A_FINALIZED')->p_9, (b4073de4-1b8c-4532-97ec-e2dca954a00d, 'A_DECLINED')->sink, (e69b5a95-6929-449b-aed8-9e98900cbbc0, 'A_SUBMITTED')->p_3, (ef01ce94-9b4c-4d24-a8bc-e1a0c6f27efc, 'O_SELECTED')->p_10, (f03a5ffd-9a46-46bf-85f5-dbaaa5915206, 'A_PARTLYSUBMITTED')->p_4, (skip_1, None)->p_5, (skip_10, None)->p_13, (skip_11, None)->sink, (skip_2, None)->p_6, (skip_5, None)->p_10, (skip_6, None)->p_9, (skip_7, None)->p_8, (skip_8, None)->p_6, (skip_9, None)->p_12, p_10->(93095d9b-d635-4a2e-8e7c-6bb46e6b6b5e, 'A_FINALIZED'), p_10->(skip_6, None), p_12->(54a90bd7-dcfd-433a-bcde-709e331408e1, 'O_SENT'), p_12->(skip_10, None), p_13->(b4073de4-1b8c-4532-97ec-e2dca954a00d, 'A_DECLINED'), p_13->(skip_11, None), p_3->(f03a5ffd-9a46-46bf-85f5-dbaaa5915206, 'A_PARTLYSUBMITTED'), p_4->(3ccf1758-d97e-4ad9-83f1-ea7b61730f66, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(5fb52dec-15d9-430b-8496-a72e142f1c2a, 'A_ACCEPTED'), p_5->(skip_2, None), p_6->(5be8a169-0cae-4033-9275-b7f9d0b8bf6b, 'O_CREATED'), p_6->(skip_9, None), p_8->(ef01ce94-9b4c-4d24-a8bc-e1a0c6f27efc, 'O_SELECTED'), p_8->(skip_5, None), p_9->(skip_7, None), p_9->(skip_8, None), source->(e69b5a95-6929-449b-aed8-9e98900cbbc0, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.17,0.99,0.82,0.3,0.5
0,IMbi_ali,lp_2012_f,lm_2012_f,0,0,0.3,0.8,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, p_8, sink, source ]
transitions: [ (1728dc43-9ab4-4e6b-b70a-67c18e6b004c, 'A_SUBMITTED'), (3c0c3e47-b42f-477f-bcc2-f99d19c26cf7, 'O_CREATED'), (55f786a8-6483-4d06-8d1a-6e8b4015f97a, 'A_FINALIZED'), (67af237e-c8f9-4e67-80ba-d154ccafbb78, 'A_PARTLYSUBMITTED'), (92c65a8b-1bf3-42e1-bc84-898809aa3d12, 'A_ACCEPTED'), (abf655f0-92dd-4074-92ca-656247845c2d, 'A_DECLINED'), (c38b3c64-17b7-45f9-8f55-1bdce84f3c8c, 'O_SELECTED'), (d0f5e1ff-498a-4f8a-8652-5b41dd867d6e, 'A_PREACCEPTED'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (1728dc43-9ab4-4e6b-b70a-67c18e6b004c, 'A_SUBMITTED')->p_3, (3c0c3e47-b42f-477f-bcc2-f99d19c26cf7, 'O_CREATED')->sink, (55f786a8-6483-4d06-8d1a-6e8b4015f97a, 'A_FINALIZED')->p_8, (67af237e-c8f9-4e67-80ba-d154ccafbb78, 'A_PARTLYSUBMITTED')->p_4, (92c65a8b-1bf3-42e1-bc84-898809aa3d12, 'A_ACCEPTED')->p_7, (abf655f0-92dd-4074-92ca-656247845c2d, 'A_DECLINED')->sink, (c38b3c64-17b7-45f9-8f55-1bdce84f3c8c, 'O_SELECTED')->p_5, (d0f5e1ff-498a-4f8a-8652-5b41dd867d6e, 'A_PREACCEPTED')->p_6, (skip_1, None)->p_5, (skip_2, None)->p_5, (skip_3, None)->p_5, p_3->(67af237e-c8f9-4e67-80ba-d154ccafbb78, 'A_PARTLYSUBMITTED'), p_4->(d0f5e1ff-498a-4f8a-8652-5b41dd867d6e, 'A_PREACCEPTED'), p_4->(skip_1, None), p_5->(55f786a8-6483-4d06-8d1a-6e8b4015f97a, 'A_FINALIZED'), p_5->(abf655f0-92dd-4074-92ca-656247845c2d, 'A_DECLINED'), p_6->(92c65a8b-1bf3-42e1-bc84-898809aa3d12, 'A_ACCEPTED'), p_6->(skip_2, None), p_7->(c38b3c64-17b7-45f9-8f55-1bdce84f3c8c, 'O_SELECTED'), p_7->(skip_3, None), p_8->(3c0c3e47-b42f-477f-bcc2-f99d19c26cf7, 'O_CREATED'), source->(1728dc43-9ab4-4e6b-b70a-67c18e6b004c, 'A_SUBMITTED') ]",['source:1'],['sink:1'],0.24,0.94,0.69,0.46,0.78
