,miner,logP_Name,logM_Name,imf_noise_thr,hm_depen_thr,im_bi_sup,im_bi_ratio,use_gnn,fit_tok,fit_alig,prec_tok,prec_alig,f1_tok,f1_alig,net,im,fm,acc_align,acc_trace,precP
0,IMbi_freq,2017_O_lp,2017_O_lm,0,0,0.2,0.8,False,,,,,,,"places: [ p_10, p_11, p_13, p_14, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (1365176a-880a-4cad-983f-cec7d6038ce8, 'O_Refused'), (2d87410c-ad6e-4d86-9eb4-f051f0227052, 'O_Sent (mail and online)'), (2f943f34-166a-4142-bd50-effe653964e1, 'O_Accepted'), (39381a43-41d1-4dff-a5ee-c68d3e56c529, 'O_Returned'), (6226aa50-06c1-45bf-b7a4-ffd29cfb2169, 'O_Sent (online only)'), (dac5c343-07f2-4655-9165-0104b97d8eb4, 'O_Create Offer'), (e5d7d27c-7ffc-4a48-b827-874ae075298b, 'O_Created'), (f027b6b0-2857-4e5f-abde-70e36b3c0094, 'O_Cancelled'), (init_loop_5, None), (skip_10, None), (skip_11, None), (skip_12, None), (skip_13, None), (skip_14, None), (skip_4, None), (skip_7, None), (skip_8, None), (skip_9, None), (tau_1, None) ]
arcs: [ (1365176a-880a-4cad-983f-cec7d6038ce8, 'O_Refused')->sink, (2d87410c-ad6e-4d86-9eb4-f051f0227052, 'O_Sent (mail and online)')->p_13, (2f943f34-166a-4142-bd50-effe653964e1, 'O_Accepted')->p_6, (39381a43-41d1-4dff-a5ee-c68d3e56c529, 'O_Returned')->p_14, (6226aa50-06c1-45bf-b7a4-ffd29cfb2169, 'O_Sent (online only)')->p_13, (dac5c343-07f2-4655-9165-0104b97d8eb4, 'O_Create Offer')->p_7, (e5d7d27c-7ffc-4a48-b827-874ae075298b, 'O_Created')->p_8, (f027b6b0-2857-4e5f-abde-70e36b3c0094, 'O_Cancelled')->p_11, (init_loop_5, None)->p_10, (skip_10, None)->p_6, (skip_11, None)->p_6, (skip_12, None)->p_5, (skip_13, None)->p_4, (skip_14, None)->sink, (skip_4, None)->p_9, (skip_7, None)->p_10, (skip_8, None)->p_9, (skip_9, None)->p_13, (tau_1, None)->p_5, p_10->(f027b6b0-2857-4e5f-abde-70e36b3c0094, 'O_Cancelled'), p_11->(skip_7, None), p_11->(skip_8, None), p_13->(39381a43-41d1-4dff-a5ee-c68d3e56c529, 'O_Returned'), p_13->(skip_10, None), p_14->(2f943f34-166a-4142-bd50-effe653964e1, 'O_Accepted'), p_14->(skip_11, None), p_4->(1365176a-880a-4cad-983f-cec7d6038ce8, 'O_Refused'), p_4->(skip_14, None), p_5->(dac5c343-07f2-4655-9165-0104b97d8eb4, 'O_Create Offer'), p_6->(skip_12, None), p_6->(skip_13, None), p_7->(e5d7d27c-7ffc-4a48-b827-874ae075298b, 'O_Created'), p_8->(init_loop_5, None), p_8->(skip_4, None), p_9->(2d87410c-ad6e-4d86-9eb4-f051f0227052, 'O_Sent (mail and online)'), p_9->(6226aa50-06c1-45bf-b7a4-ffd29cfb2169, 'O_Sent (online only)'), p_9->(skip_9, None), source->(tau_1, None) ]",['source:1'],['sink:1'],0.06,0.29,0.82
0,IMbi_rel,2017_O_lp,2017_O_lm,0,0,0.2,0.8,False,,,,,,,"places: [ p_11, p_12, p_15, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (0a325b0a-c247-4162-906c-61f534e2fec1, 'O_Returned'), (0c4c1d99-d1d9-4244-b085-d1be728bed8c, 'O_Create Offer'), (21cdfe58-5c99-459b-835b-67d1d628a104, 'O_Sent (mail and online)'), (44b18707-d413-4acc-ad37-c3cf99fdb1f5, 'O_Accepted'), (534b1f1c-b4d2-4e48-bbf4-fb4f3ef40db9, 'O_Sent (online only)'), (7ee6e7fb-acf9-4c5c-aa8f-35a748f8a0b1, 'O_Created'), (d386db88-bfa4-48c2-b843-ad87e5999b22, 'O_Cancelled'), (f935b476-c563-4556-b0e7-bb8cce730b38, 'O_Refused'), (init_loop_4, None), (skip_10, None), (skip_11, None), (skip_12, None), (skip_13, None), (skip_14, None), (skip_15, None), (skip_6, None), (skip_9, None), (tau_1, None) ]
arcs: [ (0a325b0a-c247-4162-906c-61f534e2fec1, 'O_Returned')->p_8, (0c4c1d99-d1d9-4244-b085-d1be728bed8c, 'O_Create Offer')->p_11, (21cdfe58-5c99-459b-835b-67d1d628a104, 'O_Sent (mail and online)')->p_12, (44b18707-d413-4acc-ad37-c3cf99fdb1f5, 'O_Accepted')->p_6, (534b1f1c-b4d2-4e48-bbf4-fb4f3ef40db9, 'O_Sent (online only)')->sink, (7ee6e7fb-acf9-4c5c-aa8f-35a748f8a0b1, 'O_Created')->p_11, (d386db88-bfa4-48c2-b843-ad87e5999b22, 'O_Cancelled')->p_5, (f935b476-c563-4556-b0e7-bb8cce730b38, 'O_Refused')->p_15, (init_loop_4, None)->p_8, (skip_10, None)->p_9, (skip_11, None)->p_7, (skip_12, None)->p_15, (skip_13, None)->p_6, (skip_14, None)->p_4, (skip_15, None)->sink, (skip_6, None)->p_9, (skip_9, None)->p_12, (tau_1, None)->p_5, p_11->(21cdfe58-5c99-459b-835b-67d1d628a104, 'O_Sent (mail and online)'), p_11->(skip_9, None), p_12->(7ee6e7fb-acf9-4c5c-aa8f-35a748f8a0b1, 'O_Created'), p_12->(skip_10, None), p_15->(44b18707-d413-4acc-ad37-c3cf99fdb1f5, 'O_Accepted'), p_15->(skip_13, None), p_4->(534b1f1c-b4d2-4e48-bbf4-fb4f3ef40db9, 'O_Sent (online only)'), p_4->(skip_15, None), p_5->(init_loop_4, None), p_6->(d386db88-bfa4-48c2-b843-ad87e5999b22, 'O_Cancelled'), p_6->(skip_14, None), p_7->(f935b476-c563-4556-b0e7-bb8cce730b38, 'O_Refused'), p_7->(skip_12, None), p_8->(0c4c1d99-d1d9-4244-b085-d1be728bed8c, 'O_Create Offer'), p_8->(skip_6, None), p_9->(0a325b0a-c247-4162-906c-61f534e2fec1, 'O_Returned'), p_9->(skip_11, None), source->(tau_1, None) ]",['source:1'],['sink:1'],-0.0,-0.08,0.36
0,IMbi_aprox,2017_O_lp,2017_O_lm,0,0,0.2,0.8,False,,,,,,,"places: [ p_10, p_5, p_6, p_8, p_9, sink, source ]
transitions: [ (0b53df37-a9cc-439e-959b-f18f745efeb1, 'O_Sent (online only)'), (250c2d55-2b80-426c-af55-b5c90fafc6b8, 'O_Sent (mail and online)'), (2e01522a-07ff-438f-be5c-54ad3feed353, 'O_Created'), (436f34ce-5b9f-4e0e-8857-d737ba1f79b6, 'O_Refused'), (5805a737-7517-4574-afb6-b493a66ca360, 'O_Cancelled'), (a664f97c-cbd4-41f5-9bfc-9eb5826fb059, 'O_Accepted'), (b9c10d7b-8793-47d6-bd6c-fdba8741dde0, 'O_Create Offer'), (e5be3ed1-209a-45b7-b4cf-001d84b68eb2, 'O_Returned'), (skip_3, None), (skip_5, None), (skip_6, None) ]
arcs: [ (0b53df37-a9cc-439e-959b-f18f745efeb1, 'O_Sent (online only)')->p_9, (250c2d55-2b80-426c-af55-b5c90fafc6b8, 'O_Sent (mail and online)')->p_5, (2e01522a-07ff-438f-be5c-54ad3feed353, 'O_Created')->p_6, (436f34ce-5b9f-4e0e-8857-d737ba1f79b6, 'O_Refused')->sink, (5805a737-7517-4574-afb6-b493a66ca360, 'O_Cancelled')->sink, (a664f97c-cbd4-41f5-9bfc-9eb5826fb059, 'O_Accepted')->p_10, (b9c10d7b-8793-47d6-bd6c-fdba8741dde0, 'O_Create Offer')->p_5, (e5be3ed1-209a-45b7-b4cf-001d84b68eb2, 'O_Returned')->p_8, (skip_3, None)->p_6, (skip_5, None)->p_9, (skip_6, None)->sink, p_10->(5805a737-7517-4574-afb6-b493a66ca360, 'O_Cancelled'), p_10->(skip_6, None), p_5->(2e01522a-07ff-438f-be5c-54ad3feed353, 'O_Created'), p_5->(skip_3, None), p_6->(250c2d55-2b80-426c-af55-b5c90fafc6b8, 'O_Sent (mail and online)'), p_6->(e5be3ed1-209a-45b7-b4cf-001d84b68eb2, 'O_Returned'), p_8->(0b53df37-a9cc-439e-959b-f18f745efeb1, 'O_Sent (online only)'), p_8->(skip_5, None), p_9->(436f34ce-5b9f-4e0e-8857-d737ba1f79b6, 'O_Refused'), p_9->(a664f97c-cbd4-41f5-9bfc-9eb5826fb059, 'O_Accepted'), source->(b9c10d7b-8793-47d6-bd6c-fdba8741dde0, 'O_Create Offer') ]",['source:1'],['sink:1'],0.13,0.29,0.49
0,IMbi_freq,2012_O_lp,2012_O_lm,0,0,0.3,0.8,False,,,,,,,"places: [ p_10, p_5, p_6, p_7, p_9, sink, source ]
transitions: [ (7a6c171f-7870-483e-af8f-8a3c1ac3801e, 'O_DECLINED'), (918d3d2a-261b-4fa7-b19a-448ebd081f21, 'O_SENT'), (9491cc2f-7619-4f9f-b061-a062e36f4527, 'O_SELECTED'), (c5fecbae-d933-407f-9505-f2e75ef6a59a, 'O_CANCELLED'), (ce889078-ce9e-44b1-a087-13b4c31f1e58, 'O_CREATED'), (e6a34c3c-d3c1-413e-89be-c7b0a1fd0b15, 'O_ACCEPTED'), (eff7bca3-94f0-4cad-9c40-59210ac9ef15, 'O_SENT_BACK'), (skip_5, None), (skip_6, None), (tau_1, None) ]
arcs: [ (7a6c171f-7870-483e-af8f-8a3c1ac3801e, 'O_DECLINED')->sink, (918d3d2a-261b-4fa7-b19a-448ebd081f21, 'O_SENT')->p_9, (9491cc2f-7619-4f9f-b061-a062e36f4527, 'O_SELECTED')->p_7, (c5fecbae-d933-407f-9505-f2e75ef6a59a, 'O_CANCELLED')->p_5, (ce889078-ce9e-44b1-a087-13b4c31f1e58, 'O_CREATED')->p_6, (e6a34c3c-d3c1-413e-89be-c7b0a1fd0b15, 'O_ACCEPTED')->sink, (eff7bca3-94f0-4cad-9c40-59210ac9ef15, 'O_SENT_BACK')->p_10, (skip_5, None)->p_10, (skip_6, None)->sink, (tau_1, None)->p_5, p_10->(7a6c171f-7870-483e-af8f-8a3c1ac3801e, 'O_DECLINED'), p_10->(e6a34c3c-d3c1-413e-89be-c7b0a1fd0b15, 'O_ACCEPTED'), p_10->(skip_6, None), p_5->(9491cc2f-7619-4f9f-b061-a062e36f4527, 'O_SELECTED'), p_6->(918d3d2a-261b-4fa7-b19a-448ebd081f21, 'O_SENT'), p_6->(c5fecbae-d933-407f-9505-f2e75ef6a59a, 'O_CANCELLED'), p_7->(ce889078-ce9e-44b1-a087-13b4c31f1e58, 'O_CREATED'), p_9->(eff7bca3-94f0-4cad-9c40-59210ac9ef15, 'O_SENT_BACK'), p_9->(skip_5, None), source->(tau_1, None) ]",['source:1'],['sink:1'],0.1,0.41,0.75
0,IMbi_rel,2012_O_lp,2012_O_lm,0,0,0.3,0.8,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, p_8, sink, source ]
transitions: [ (258946bd-a7d2-424b-97fd-942a1ed41e5b, 'O_ACCEPTED'), (3a4ca11f-cabf-444d-bf11-aa484f0b3178, 'O_SENT'), (8a33c11e-f145-4ebf-9716-141a1cd68e66, 'O_SENT_BACK'), (8ef95496-3aba-4365-a3b3-f52c4cdaed57, 'O_CANCELLED'), (a6a9f7c4-b9d7-4f6f-b007-d02bde83bf4c, 'O_DECLINED'), (e3dd2a70-47d2-48fe-9410-f0dbf0e23525, 'O_CREATED'), (f654e2f8-2986-4d0f-ad94-c0ce32ae01b5, 'O_SELECTED'), (skip_1, None), (skip_2, None), (skip_3, None), (skip_4, None) ]
arcs: [ (258946bd-a7d2-424b-97fd-942a1ed41e5b, 'O_ACCEPTED')->p_8, (3a4ca11f-cabf-444d-bf11-aa484f0b3178, 'O_SENT')->p_5, (8a33c11e-f145-4ebf-9716-141a1cd68e66, 'O_SENT_BACK')->p_7, (8ef95496-3aba-4365-a3b3-f52c4cdaed57, 'O_CANCELLED')->p_6, (a6a9f7c4-b9d7-4f6f-b007-d02bde83bf4c, 'O_DECLINED')->sink, (e3dd2a70-47d2-48fe-9410-f0dbf0e23525, 'O_CREATED')->p_4, (f654e2f8-2986-4d0f-ad94-c0ce32ae01b5, 'O_SELECTED')->p_3, (skip_1, None)->p_6, (skip_2, None)->p_7, (skip_3, None)->p_8, (skip_4, None)->sink, p_3->(e3dd2a70-47d2-48fe-9410-f0dbf0e23525, 'O_CREATED'), p_4->(3a4ca11f-cabf-444d-bf11-aa484f0b3178, 'O_SENT'), p_5->(8ef95496-3aba-4365-a3b3-f52c4cdaed57, 'O_CANCELLED'), p_5->(skip_1, None), p_6->(8a33c11e-f145-4ebf-9716-141a1cd68e66, 'O_SENT_BACK'), p_6->(skip_2, None), p_7->(258946bd-a7d2-424b-97fd-942a1ed41e5b, 'O_ACCEPTED'), p_7->(skip_3, None), p_8->(a6a9f7c4-b9d7-4f6f-b007-d02bde83bf4c, 'O_DECLINED'), p_8->(skip_4, None), source->(f654e2f8-2986-4d0f-ad94-c0ce32ae01b5, 'O_SELECTED') ]",['source:1'],['sink:1'],0.12,0.29,0.84
0,IMbi_aprox,2012_O_lp,2012_O_lm,0,0,0.3,0.8,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, sink, source ]
transitions: [ (3045d527-429c-44cb-97c5-83f1f36cc239, 'O_CREATED'), (3b1b2163-dbbb-44aa-a342-392165d9861d, 'O_SENT'), (40a6b7a3-ff04-45b9-9655-cfcae7272403, 'O_ACCEPTED'), (b21a92bd-58d2-42b5-b289-bef46cb98fc6, 'O_DECLINED'), (c15c4a1e-0c74-4405-8170-f842b228f8a5, 'O_SENT_BACK'), (c535c19d-6fb3-4d24-bbff-1a688b5fe265, 'O_CANCELLED'), (de0c8f2f-9442-4acf-b9cc-4aec04d8f866, 'O_SELECTED'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (3045d527-429c-44cb-97c5-83f1f36cc239, 'O_CREATED')->p_4, (3b1b2163-dbbb-44aa-a342-392165d9861d, 'O_SENT')->p_5, (40a6b7a3-ff04-45b9-9655-cfcae7272403, 'O_ACCEPTED')->sink, (b21a92bd-58d2-42b5-b289-bef46cb98fc6, 'O_DECLINED')->sink, (c15c4a1e-0c74-4405-8170-f842b228f8a5, 'O_SENT_BACK')->p_7, (c535c19d-6fb3-4d24-bbff-1a688b5fe265, 'O_CANCELLED')->p_6, (de0c8f2f-9442-4acf-b9cc-4aec04d8f866, 'O_SELECTED')->p_3, (skip_1, None)->p_6, (skip_2, None)->p_7, (skip_3, None)->sink, p_3->(3045d527-429c-44cb-97c5-83f1f36cc239, 'O_CREATED'), p_4->(3b1b2163-dbbb-44aa-a342-392165d9861d, 'O_SENT'), p_5->(c535c19d-6fb3-4d24-bbff-1a688b5fe265, 'O_CANCELLED'), p_5->(skip_1, None), p_6->(c15c4a1e-0c74-4405-8170-f842b228f8a5, 'O_SENT_BACK'), p_6->(skip_2, None), p_7->(40a6b7a3-ff04-45b9-9655-cfcae7272403, 'O_ACCEPTED'), p_7->(b21a92bd-58d2-42b5-b289-bef46cb98fc6, 'O_DECLINED'), p_7->(skip_3, None), source->(de0c8f2f-9442-4acf-b9cc-4aec04d8f866, 'O_SELECTED') ]",['source:1'],['sink:1'],0.12,0.29,0.84
0,IMbi_freq,2017_O_lp,2017_O_lm,0,0,0.3,0.8,False,,,,,,,"places: [ p_10, p_11, p_12, p_14, p_15, p_16, p_17, p_18, p_19, p_21, p_22, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (00aaa957-9e97-4f37-a1d3-b781a01e6bde, 'O_Created'), (a4979047-97c9-4917-8845-a416b7c8cab6, 'O_Accepted'), (a50308cd-4544-496e-b56d-e71d491122eb, 'O_Returned'), (aec39bda-5f4a-4383-a46f-92c01f13d48c, 'O_Sent (online only)'), (d806928e-20bc-41dd-ac51-22a4034508b7, 'O_Refused'), (dbbb831e-95bd-4441-96c7-325ea297f337, 'O_Sent (mail and online)'), (f2efa629-22c1-451d-a7a8-7659cec175dd, 'O_Cancelled'), (ff74be4d-6490-4fd1-a4dd-8a40f20e26f1, 'O_Create Offer'), (init_loop_10, None), (skip_12, None), (skip_13, None), (skip_6, None), (skip_9, None), (tauJoin_5, None), (tauJoin_8, None), (tauSplit_4, None), (tauSplit_7, None), (tau_1, None) ]
arcs: [ (00aaa957-9e97-4f37-a1d3-b781a01e6bde, 'O_Created')->p_8, (a4979047-97c9-4917-8845-a416b7c8cab6, 'O_Accepted')->sink, (a50308cd-4544-496e-b56d-e71d491122eb, 'O_Returned')->p_22, (aec39bda-5f4a-4383-a46f-92c01f13d48c, 'O_Sent (online only)')->p_12, (d806928e-20bc-41dd-ac51-22a4034508b7, 'O_Refused')->p_19, (dbbb831e-95bd-4441-96c7-325ea297f337, 'O_Sent (mail and online)')->p_21, (f2efa629-22c1-451d-a7a8-7659cec175dd, 'O_Cancelled')->p_15, (ff74be4d-6490-4fd1-a4dd-8a40f20e26f1, 'O_Create Offer')->p_10, (init_loop_10, None)->p_18, (skip_12, None)->p_18, (skip_13, None)->p_17, (skip_6, None)->p_12, (skip_9, None)->p_17, (tauJoin_5, None)->p_6, (tauJoin_8, None)->p_5, (tauSplit_4, None)->p_11, (tauSplit_4, None)->p_7, (tauSplit_4, None)->p_9, (tauSplit_7, None)->p_14, (tauSplit_7, None)->p_16, (tau_1, None)->p_5, p_10->(tauJoin_5, None), p_11->(aec39bda-5f4a-4383-a46f-92c01f13d48c, 'O_Sent (online only)'), p_11->(skip_6, None), p_12->(tauJoin_5, None), p_14->(f2efa629-22c1-451d-a7a8-7659cec175dd, 'O_Cancelled'), p_15->(tauJoin_8, None), p_16->(init_loop_10, None), p_16->(skip_9, None), p_17->(tauJoin_8, None), p_18->(d806928e-20bc-41dd-ac51-22a4034508b7, 'O_Refused'), p_19->(skip_12, None), p_19->(skip_13, None), p_21->(a50308cd-4544-496e-b56d-e71d491122eb, 'O_Returned'), p_22->(a4979047-97c9-4917-8845-a416b7c8cab6, 'O_Accepted'), p_5->(tauSplit_4, None), p_6->(dbbb831e-95bd-4441-96c7-325ea297f337, 'O_Sent (mail and online)'), p_6->(tauSplit_7, None), p_7->(00aaa957-9e97-4f37-a1d3-b781a01e6bde, 'O_Created'), p_8->(tauJoin_5, None), p_9->(ff74be4d-6490-4fd1-a4dd-8a40f20e26f1, 'O_Create Offer'), source->(tau_1, None) ]",['source:1'],['sink:1'],0.14,0.34,0.62
0,IMbi_rel,2017_O_lp,2017_O_lm,0,0,0.3,0.8,False,,,,,,,"places: [ p_11, p_12, p_15, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (16c445d8-1b34-4f38-8cf1-2eb7c187f081, 'O_Cancelled'), (218a00fb-21b1-40ea-a00b-d82bf0eb3de3, 'O_Sent (online only)'), (5e966d6e-3f21-480a-adf0-9e10b499ac89, 'O_Sent (mail and online)'), (7ac32104-f06b-425d-a0b4-24b08540476b, 'O_Accepted'), (7c6d3d45-406a-467c-b982-4d4d074e556c, 'O_Returned'), (958e42e1-5e93-45f3-a6c6-68b1d1b2e2ac, 'O_Create Offer'), (e8ecd45b-5471-4414-8306-c73a646783c1, 'O_Refused'), (fde8d5bb-2672-41b5-aeef-d1c831bac0b7, 'O_Created'), (init_loop_4, None), (skip_10, None), (skip_11, None), (skip_12, None), (skip_13, None), (skip_14, None), (skip_15, None), (skip_6, None), (skip_9, None), (tau_1, None) ]
arcs: [ (16c445d8-1b34-4f38-8cf1-2eb7c187f081, 'O_Cancelled')->p_5, (218a00fb-21b1-40ea-a00b-d82bf0eb3de3, 'O_Sent (online only)')->sink, (5e966d6e-3f21-480a-adf0-9e10b499ac89, 'O_Sent (mail and online)')->p_12, (7ac32104-f06b-425d-a0b4-24b08540476b, 'O_Accepted')->p_6, (7c6d3d45-406a-467c-b982-4d4d074e556c, 'O_Returned')->p_8, (958e42e1-5e93-45f3-a6c6-68b1d1b2e2ac, 'O_Create Offer')->p_11, (e8ecd45b-5471-4414-8306-c73a646783c1, 'O_Refused')->p_15, (fde8d5bb-2672-41b5-aeef-d1c831bac0b7, 'O_Created')->p_11, (init_loop_4, None)->p_8, (skip_10, None)->p_9, (skip_11, None)->p_7, (skip_12, None)->p_15, (skip_13, None)->p_6, (skip_14, None)->p_4, (skip_15, None)->sink, (skip_6, None)->p_9, (skip_9, None)->p_12, (tau_1, None)->p_5, p_11->(5e966d6e-3f21-480a-adf0-9e10b499ac89, 'O_Sent (mail and online)'), p_11->(skip_9, None), p_12->(fde8d5bb-2672-41b5-aeef-d1c831bac0b7, 'O_Created'), p_12->(skip_10, None), p_15->(7ac32104-f06b-425d-a0b4-24b08540476b, 'O_Accepted'), p_15->(skip_13, None), p_4->(218a00fb-21b1-40ea-a00b-d82bf0eb3de3, 'O_Sent (online only)'), p_4->(skip_15, None), p_5->(init_loop_4, None), p_6->(16c445d8-1b34-4f38-8cf1-2eb7c187f081, 'O_Cancelled'), p_6->(skip_14, None), p_7->(e8ecd45b-5471-4414-8306-c73a646783c1, 'O_Refused'), p_7->(skip_12, None), p_8->(958e42e1-5e93-45f3-a6c6-68b1d1b2e2ac, 'O_Create Offer'), p_8->(skip_6, None), p_9->(7c6d3d45-406a-467c-b982-4d4d074e556c, 'O_Returned'), p_9->(skip_11, None), source->(tau_1, None) ]",['source:1'],['sink:1'],-0.0,-0.08,0.36
0,IMbi_aprox,2017_O_lp,2017_O_lm,0,0,0.3,0.8,False,,,,,,,"places: [ p_10, p_5, p_6, p_8, p_9, sink, source ]
transitions: [ (16980ebb-9277-44c5-9ce5-e4e35811c51a, 'O_Sent (online only)'), (23f3aa6e-7ae3-410e-b66a-aa45edf13679, 'O_Create Offer'), (41015e4d-5a9f-448e-ab24-ea04b7ed49e1, 'O_Created'), (5159eceb-ddb8-46da-a22f-2d13bf597064, 'O_Returned'), (acfcca5b-460d-4952-9697-37053f525032, 'O_Sent (mail and online)'), (ce06d951-3f52-4ebb-9131-eca1b9ea6e59, 'O_Refused'), (f620c4c8-0fae-47b6-89b6-bf91cc714dcb, 'O_Cancelled'), (f95e6864-096d-48ba-8bb5-04d3215dc438, 'O_Accepted'), (skip_3, None), (skip_5, None), (skip_6, None) ]
arcs: [ (16980ebb-9277-44c5-9ce5-e4e35811c51a, 'O_Sent (online only)')->p_9, (23f3aa6e-7ae3-410e-b66a-aa45edf13679, 'O_Create Offer')->p_5, (41015e4d-5a9f-448e-ab24-ea04b7ed49e1, 'O_Created')->p_6, (5159eceb-ddb8-46da-a22f-2d13bf597064, 'O_Returned')->p_8, (acfcca5b-460d-4952-9697-37053f525032, 'O_Sent (mail and online)')->p_5, (ce06d951-3f52-4ebb-9131-eca1b9ea6e59, 'O_Refused')->sink, (f620c4c8-0fae-47b6-89b6-bf91cc714dcb, 'O_Cancelled')->sink, (f95e6864-096d-48ba-8bb5-04d3215dc438, 'O_Accepted')->p_10, (skip_3, None)->p_6, (skip_5, None)->p_9, (skip_6, None)->sink, p_10->(f620c4c8-0fae-47b6-89b6-bf91cc714dcb, 'O_Cancelled'), p_10->(skip_6, None), p_5->(41015e4d-5a9f-448e-ab24-ea04b7ed49e1, 'O_Created'), p_5->(skip_3, None), p_6->(5159eceb-ddb8-46da-a22f-2d13bf597064, 'O_Returned'), p_6->(acfcca5b-460d-4952-9697-37053f525032, 'O_Sent (mail and online)'), p_8->(16980ebb-9277-44c5-9ce5-e4e35811c51a, 'O_Sent (online only)'), p_8->(skip_5, None), p_9->(ce06d951-3f52-4ebb-9131-eca1b9ea6e59, 'O_Refused'), p_9->(f95e6864-096d-48ba-8bb5-04d3215dc438, 'O_Accepted'), source->(23f3aa6e-7ae3-410e-b66a-aa45edf13679, 'O_Create Offer') ]",['source:1'],['sink:1'],0.13,0.29,0.49
0,IMbi_freq,2012_O_lp,2012_O_lm,0,0,0.4,0.8,False,,,,,,,"places: [ p_10, p_5, p_6, p_7, p_9, sink, source ]
transitions: [ (1063c509-703f-4de3-82ac-3ae8a90d2068, 'O_CREATED'), (341c05ab-3ef7-4003-a1b1-1604566b6485, 'O_DECLINED'), (4bcd255e-4c31-435e-b762-decf153a1d1a, 'O_SELECTED'), (739f6c47-184e-4e76-95c9-83403e392733, 'O_ACCEPTED'), (9c86cc3b-d8d9-4d4b-a74c-08c23a382456, 'O_SENT'), (d1e07283-3c6e-4e9b-a2e4-ccbeee4f760d, 'O_CANCELLED'), (f677408c-f5a2-476d-bf7b-811c08b18768, 'O_SENT_BACK'), (skip_5, None), (tau_1, None) ]
arcs: [ (1063c509-703f-4de3-82ac-3ae8a90d2068, 'O_CREATED')->p_6, (341c05ab-3ef7-4003-a1b1-1604566b6485, 'O_DECLINED')->sink, (4bcd255e-4c31-435e-b762-decf153a1d1a, 'O_SELECTED')->p_7, (739f6c47-184e-4e76-95c9-83403e392733, 'O_ACCEPTED')->sink, (9c86cc3b-d8d9-4d4b-a74c-08c23a382456, 'O_SENT')->p_9, (d1e07283-3c6e-4e9b-a2e4-ccbeee4f760d, 'O_CANCELLED')->p_5, (f677408c-f5a2-476d-bf7b-811c08b18768, 'O_SENT_BACK')->p_10, (skip_5, None)->sink, (tau_1, None)->p_5, p_10->(341c05ab-3ef7-4003-a1b1-1604566b6485, 'O_DECLINED'), p_10->(739f6c47-184e-4e76-95c9-83403e392733, 'O_ACCEPTED'), p_10->(skip_5, None), p_5->(4bcd255e-4c31-435e-b762-decf153a1d1a, 'O_SELECTED'), p_6->(9c86cc3b-d8d9-4d4b-a74c-08c23a382456, 'O_SENT'), p_6->(d1e07283-3c6e-4e9b-a2e4-ccbeee4f760d, 'O_CANCELLED'), p_7->(1063c509-703f-4de3-82ac-3ae8a90d2068, 'O_CREATED'), p_9->(f677408c-f5a2-476d-bf7b-811c08b18768, 'O_SENT_BACK'), source->(tau_1, None) ]",['source:1'],['sink:1'],0.11,0.37,0.83
